Customer Name	Product Name	City	Manager	Row ID	Order Priority	Discount	Unit Price	Shipping Cost	Customer ID	Ship Mode	Customer Segment	Product Category	Product Sub-Category	Product Container	Product Base Margin	Region	State or Province	Postal Code	Order Date	Ship Date	Profit	Quantity ordered new	Sales	Order ID	Status
Tommy Honeycutt	BASF Silver 74 Minute CD-R	Saint Peters	Chris	26321.0	Medium	0.07	1.7	1.99	689.0	Regular Air	Small Business	Technology	Computer Peripherals	Small Pack	0.51	Central	Missouri	63376.0	2010-02-04 00:00:00	2010-02-05 00:00:00	-51.42	10.0	17.42	88502.0	
Tommy Honeycutt	Eldon Expressions Mahogany Wood Desk Collection	Saint Peters	Chris	24179.0	Low	0.04	6.24	5.22	689.0	Regular Air	Small Business	Furniture	Office Furnishings	Small Box	0.6	Central	Missouri	63376.0	2012-01-06 00:00:00	2012-01-13 00:00:00	-27.5404	4.0	27.18	88507.0	
Tommy Honeycutt	Prang Colored Pencils	Saint Peters	Chris	23144.0	High	0.04	2.94	0.81	689.0	Regular Air	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	0.4	Central	Missouri	63376.0	2012-07-03 00:00:00	2012-07-06 00:00:00	26.013	13.0	37.7	88509.0	
Tommy Honeycutt	Newell 340	Saint Peters	Chris	24760.0	High	0.07	2.88	0.7	689.0	Regular Air	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	0.56	Central	Missouri	63376.0	2012-10-29 00:00:00	2012-10-31 00:00:00	11.3252	16.0	45.76	88510.0	
Alicia Curtis	Xerox 200	Tacoma	William	19933.0	High	0.09	6.48	6.35	691.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Washington	98408.0	2010-03-21 00:00:00	2010-03-22 00:00:00	-88.6	8.0	49.81	89915.0	
Alicia Curtis	688	Tacoma	William	24357.0	Low	0.09	195.99	4.2	691.0	Regular Air	Home Office	Technology	Telephones and Communication	Small Box	0.6	West	Washington	98408.0	2011-11-22 00:00:00	2011-11-29 00:00:00	89.48280000000011	8.0	1261.29	89916.0	
Alicia Curtis	Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack	Tacoma	William	19267.0	Low	0.03	3.25	49.0	691.0	Regular Air	Consumer	Office Supplies	Appliances	Large Box	0.56	West	Washington	98408.0	2012-01-03 00:00:00	2012-01-07 00:00:00	-468.3976	3.0	26.55	89917.0	
Alicia Curtis	"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"	Tacoma	William	19268.0	Low	0.04	60.98	19.99	691.0	Regular Air	Consumer	Office Supplies	Envelopes	Small Box	0.38	West	Washington	98408.0	2012-01-03 00:00:00	2012-01-07 00:00:00	248.06399999999996	7.0	427.68	89917.0	
Alicia Curtis	Avery Reinforcements for Hole-Punch Pages	Tacoma	William	19653.0	High	0.01	1.98	4.77	691.0	Regular Air	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	0.4	West	Washington	98408.0	2012-06-15 00:00:00	2012-06-17 00:00:00	-62.164399999999986	9.0	21.1	89918.0	
Alicia Curtis	DAX Value U-Channel Document Frames, Easel Back	Tacoma	William	25119.0	Critical	0.0	4.97	5.71	691.0	Regular Air	Home Office	Furniture	Office Furnishings	Medium Box	0.54	West	Washington	98408.0	2012-07-16 00:00:00	2012-07-18 00:00:00	-148.8	16.0	87.03	89919.0	
Alicia Curtis	Polycom ViewStation™ Adapter H323 Videoconferencing Unit	Tacoma	William	22551.0	Critical	0.0	1938.02	13.99	691.0	Regular Air	Home Office	Technology	Office Machines	Medium Box	0.38	West	Washington	98408.0	2013-04-18 00:00:00	2013-04-20 00:00:00	-3974.4558	1.0	1996.16	89920.0	
Alicia Curtis	Global High-Back Leather Tilter, Burgundy	Tacoma	William	21342.0	Critical	0.1	122.99	70.2	691.0	Delivery Truck	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	0.74	West	Washington	98408.0	2013-06-01 00:00:00	2013-06-02 00:00:00	-840.616	8.0	983.11	89921.0	
Alicia Curtis	Microsoft Natural Multimedia Keyboard	Tacoma	William	21343.0	Critical	0.03	50.98	6.5	691.0	Regular Air	Home Office	Technology	Computer Peripherals	Small Box	0.73	West	Washington	98408.0	2013-06-01 00:00:00	2013-06-02 00:00:00	-63.239999999999995	7.0	352.01	89921.0	
Alicia Curtis	Xerox 1906	Tacoma	William	21344.0	Critical	0.0	35.44	7.5	691.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.38	West	Washington	98408.0	2013-06-01 00:00:00	2013-06-02 00:00:00	-10.016	1.0	40.42	89921.0	
Alicia Curtis	Durable Pressboard Binders	Tacoma	William	25994.0	Low	0.08	3.8	1.49	691.0	Regular Air	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	0.38	West	Washington	98408.0	2013-09-03 00:00:00	2013-09-03 00:00:00	-2.44398	3.0	11.45	89922.0	
Alicia Curtis	Park Ridge™ Embossed Executive Business Envelopes	Tacoma	William	25995.0	Low	0.03	15.57	1.39	691.0	Regular Air	Home Office	Office Supplies	Envelopes	Small Box	0.38	West	Washington	98408.0	2013-09-03 00:00:00	2013-09-10 00:00:00	93.79169999999999	9.0	135.93	89922.0	
Richard McClure	DMI Eclipse Executive Suite Bookcases	Thornton	William	19400.0	Low	0.02	500.98	41.44	693.0	Delivery Truck	Small Business	Furniture	Bookcases	Jumbo Box	0.66	West	Colorado	80229.0	2010-03-25 00:00:00	2010-03-25 00:00:00	2568.4628999999995	7.0	3722.41	87811.0	
Richard McClure	Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders	Thornton	William	18736.0	Low	0.09	5.34	2.99	693.0	Express Air	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	0.38	West	Colorado	80229.0	2010-09-08 00:00:00	2010-09-15 00:00:00	9.486	17.0	95.1	87812.0	
Richard McClure	Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order	Thornton	William	18737.0	Low	0.07	140.98	53.48	693.0	Delivery Truck	Small Business	Furniture	Bookcases	Jumbo Box	0.65	West	Colorado	80229.0	2010-09-08 00:00:00	2010-09-15 00:00:00	-263.65	5.0	734.74	87812.0	
Richard McClure	i470	Thornton	William	18738.0	Low	0.06	205.99	5.26	693.0	Regular Air	Small Business	Technology	Telephones and Communication	Small Box	0.56	West	Colorado	80229.0	2010-09-08 00:00:00	2010-09-15 00:00:00	890.181	11.0	1882.87	87812.0	
Richard McClure	Bush® Cubix Conference Tables, Fully Assembled	Thornton	William	18810.0	High	0.0	230.98	23.78	693.0	Delivery Truck	Small Business	Furniture	Tables	Jumbo Box	0.6	West	Colorado	80229.0	2010-11-05 00:00:00	2010-11-07 00:00:00	6095.860199999999	36.0	8834.58	87813.0	
Richard McClure	Nu-Dell Leatherette Frames	Thornton	William	22379.0	Low	0.02	14.34	5.0	693.0	Regular Air	Small Business	Furniture	Office Furnishings	Small Pack	0.49	West	Colorado	80229.0	2011-08-21 00:00:00	2011-08-26 00:00:00	63.735299999999995	6.0	92.37	87816.0	
Richard McClure	Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper	Thornton	William	24666.0	High	0.08	8.17	1.69	693.0	Regular Air	Small Business	Office Supplies	Paper	Wrap Bag	0.38	West	Colorado	80229.0	2013-04-25 00:00:00	2013-04-26 00:00:00	56.3109	10.0	81.61	87819.0	
Richard McClure	Avery Flip-Chart Easel Binder, Black	Thornton	William	18575.0	Medium	0.07	22.38	15.1	693.0	Regular Air	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	0.38	West	Colorado	80229.0	2013-08-18 00:00:00	2013-08-20 00:00:00	-57.283248000000015	17.0	364.92	87820.0	
Richard McClure	Logitech Cordless Access Keyboard	Thornton	William	18576.0	Medium	0.03	29.99	5.5	693.0	Express Air	Small Business	Technology	Computer Peripherals	Small Box	0.51	West	Colorado	80229.0	2013-08-18 00:00:00	2013-08-19 00:00:00	338.22536	18.0	541.6	87820.0	
Richard McClure	OIC Thumb-Tacks	Thornton	William	22380.0	Low	0.0	1.14	0.7	693.0	Regular Air	Small Business	Office Supplies	Rubber Bands	Wrap Bag	0.38	West	Colorado	80229.0	2013-08-21 00:00:00	2013-08-21 00:00:00	-0.37736000000000003	4.0	5.23	87821.0	
Cecil Bray Bush	Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl	Westminster	William	24667.0	High	0.08	8.69	2.99	694.0	Express Air	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	0.39	West	Colorado	80030.0	2011-04-25 00:00:00	2011-04-26 00:00:00	46.971	9.0	76.64	87814.0	
Cecil Bray Bush	Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center	Westminster	William	26145.0	Not Specified	0.02	131.12	0.99	694.0	Regular Air	Home Office	Office Supplies	Appliances	Small Box	0.55	West	Colorado	80030.0	2012-09-23 00:00:00	2012-09-23 00:00:00	211.73	4.0	529.41	87817.0	
Cecil Bray Bush	Xerox 213	Westminster	William	26146.0	Not Specified	0.09	6.48	7.86	694.0	Regular Air	Home Office	Office Supplies	Paper	Small Box	0.37	West	Colorado	80030.0	2012-09-23 00:00:00	2012-09-25 00:00:00	-64.5	7.0	46.04	87817.0	
Cecil Bray Bush	"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack"	Westminster	William	25392.0	Medium	0.1	4.77	2.39	694.0	Regular Air	Small Business	Technology	Computer Peripherals	Small Pack	0.72	West	Colorado	80030.0	2012-10-10 00:00:00	2012-10-12 00:00:00	-23.900399999999998	2.0	10.13	87818.0	
Cecil Bray Bush	Newell 327	Westminster	William	25393.0	Medium	0.01	2.21	1.12	694.0	Regular Air	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	0.58	West	Colorado	80030.0	2012-10-10 00:00:00	2012-10-12 00:00:00	-5.0112	11.0	26.31	87818.0	
Cecil Bray Bush	SANFORD Major Accent™ Highlighters	Westminster	William	24668.0	High	0.06	7.08	2.35	694.0	Regular Air	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	0.47	West	Colorado	80030.0	2013-04-25 00:00:00	2013-04-27 00:00:00	53.15	11.0	78.91	87819.0	
Cecil Bray Bush	Acme® Box Cutter Scissors	Westminster	William	24854.0	Critical	0.05	10.23	4.68	694.0	Regular Air	Home Office	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	0.59	West	Colorado	80030.0	2013-11-09 00:00:00	2013-11-10 00:00:00	10.973600000000005	17.0	179.31	87822.0	
Alison Jacobson	StarTAC 7760	Southgate	Chris	18393.0	Critical	0.02	65.99	3.99	695.0	Express Air	Small Business	Technology	Telephones and Communication	Small Box	0.59	Central	Michigan	48195.0	2011-06-07 00:00:00	2011-06-10 00:00:00	550.3578	14.0	797.62	87815.0	
Alison Jacobson	Hoover Portapower™ Portable Vacuum	Southgate	Chris	18574.0	Medium	0.02	4.48	49.0	695.0	Regular Air	Small Business	Office Supplies	Appliances	Large Box	0.6	Central	Michigan	48195.0	2013-08-18 00:00:00	2013-08-18 00:00:00	-696.4836000000001	18.0	109.06	87820.0	
Johnny Reid	Imation Neon Mac Format Diskettes, 10/Pack	Crown Point	Chris	22613.0	Medium	0.06	8.12	2.83	696.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Pack	0.77	Central	Indiana	46307.0	2010-03-27 00:00:00	2010-03-28 00:00:00	-82.83	10.0	78.54	89847.0	
Johnny Reid	Deflect-o EconoMat Nonstudded, No Bevel Mat	Crown Point	Chris	22614.0	Medium	0.05	51.65	18.45	696.0	Regular Air	Corporate	Furniture	Office Furnishings	Medium Box	0.65	Central	Indiana	46307.0	2010-03-27 00:00:00	2010-03-28 00:00:00	25.04	12.0	605.1	89847.0	
Johnny Reid	Keytronic Designer 104- Key Black Keyboard	Crown Point	Chris	19225.0	Low	0.1	40.48	19.99	696.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.77	Central	Indiana	46307.0	2010-04-07 00:00:00	2010-04-09 00:00:00	-580.32	9.0	355.84	89848.0	
Johnny Reid	Aluminum Document Frame	Crown Point	Chris	22267.0	High	0.1	12.22	2.85	696.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.55	Central	Indiana	46307.0	2011-08-30 00:00:00	2011-09-01 00:00:00	-3.8428	1.0	14.4	89851.0	
Johnny Reid	Avery Hi-Liter® Fluorescent Desk Style Markers	Crown Point	Chris	19659.0	Low	0.04	3.38	0.85	696.0	Regular Air	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	0.48	Central	Indiana	46307.0	2012-03-16 00:00:00	2012-03-16 00:00:00	21.9351	9.0	31.79	89852.0	
Johnny Reid	Sanford Liquid Accent Highlighters	Crown Point	Chris	22615.0	Medium	0.01	6.68	1.5	696.0	Regular Air	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	0.48	Central	Indiana	46307.0	2013-03-27 00:00:00	2013-03-28 00:00:00	-7.51	1.0	7.63	89854.0	
Adam G Sawyer	2180	East Chicago	Chris	22616.0	Medium	0.1	175.99	8.99	697.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.57	Central	Indiana	46312.0	2010-03-27 00:00:00	2010-03-28 00:00:00	928.9607999999998	10.0	1346.32	89847.0	
Adam G Sawyer	Holmes Replacement Filter for HEPA Air Cleaner, Large Room	East Chicago	Chris	25480.0	Critical	0.08	14.81	13.32	697.0	Regular Air	Corporate	Office Supplies	Appliances	Small Box	0.43	Central	Indiana	46312.0	2010-08-07 00:00:00	2010-08-09 00:00:00	-131.61720000000003	20.0	292.18	89849.0	
Adam G Sawyer	Belkin ErgoBoard™ Keyboard	East Chicago	Chris	26225.0	Low	0.04	30.98	6.5	697.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.64	Central	Indiana	46312.0	2011-02-01 00:00:00	2011-02-03 00:00:00	43.72	8.0	253.88	89850.0	
Adam G Sawyer	"Executive Impressions 14"" Contract Wall Clock"	East Chicago	Chris	22792.0	Low	0.04	22.23	3.63	697.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.52	Central	Indiana	46312.0	2012-03-28 00:00:00	2012-03-30 00:00:00	-10.74	1.0	26.68	89853.0	
Adam G Sawyer	T39m	East Chicago	Chris	25642.0	Medium	0.06	155.99	3.9	697.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.55	Central	Indiana	46312.0	2013-04-18 00:00:00	2013-04-19 00:00:00	812.6888999999999	9.0	1177.81	89855.0	
Nelson Hensley	Imation Neon Mac Format Diskettes, 10/Pack	Seattle	William	4613.0	Medium	0.06	8.12	2.83	698.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Pack	0.77	West	Washington	98105.0	2010-03-27 00:00:00	2010-03-28 00:00:00	-82.83	41.0	322.03	32869.0	
Nelson Hensley	Deflect-o EconoMat Nonstudded, No Bevel Mat	Seattle	William	4614.0	Medium	0.05	51.65	18.45	698.0	Regular Air	Corporate	Furniture	Office Furnishings	Medium Box	0.65	West	Washington	98105.0	2010-03-27 00:00:00	2010-03-28 00:00:00	25.04	49.0	2470.84	32869.0	
Nelson Hensley	2180	Seattle	William	4616.0	Medium	0.1	175.99	8.99	698.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.57	West	Washington	98105.0	2010-03-27 00:00:00	2010-03-28 00:00:00	930.9870000000001	39.0	5250.66	32869.0	
Nelson Hensley	Keytronic Designer 104- Key Black Keyboard	Seattle	William	1225.0	Low	0.1	40.48	19.99	698.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.77	West	Washington	98105.0	2010-04-07 00:00:00	2010-04-09 00:00:00	-580.32	36.0	1423.35	8994.0	
Nelson Hensley	Holmes Replacement Filter for HEPA Air Cleaner, Large Room	Seattle	William	7480.0	Critical	0.08	14.81	13.32	698.0	Regular Air	Corporate	Office Supplies	Appliances	Small Box	0.43	West	Washington	98105.0	2010-08-07 00:00:00	2010-08-09 00:00:00	-253.11	79.0	1154.12	53410.0	
Nelson Hensley	Belkin ErgoBoard™ Keyboard	Seattle	William	8225.0	Low	0.04	30.98	6.5	698.0	Regular Air	Corporate	Technology	Computer Peripherals	Small Box	0.64	West	Washington	98105.0	2011-02-01 00:00:00	2011-02-03 00:00:00	43.72	31.0	983.78	58788.0	
Nelson Hensley	Aluminum Document Frame	Seattle	William	4267.0	High	0.1	12.22	2.85	698.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.55	West	Washington	98105.0	2011-08-30 00:00:00	2011-09-01 00:00:00	-7.39	2.0	28.8	30372.0	
Nelson Hensley	Avery Hi-Liter® Fluorescent Desk Style Markers	Seattle	William	1659.0	Low	0.04	3.38	0.85	698.0	Regular Air	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	0.48	West	Washington	98105.0	2012-03-16 00:00:00	2012-03-16 00:00:00	26.09	35.0	123.62	11968.0	
Nelson Hensley	"Executive Impressions 14"" Contract Wall Clock"	Seattle	William	4792.0	Low	0.04	22.23	3.63	698.0	Regular Air	Corporate	Furniture	Office Furnishings	Small Pack	0.52	West	Washington	98105.0	2012-03-28 00:00:00	2012-03-30 00:00:00	-10.74	1.0	26.68	34048.0	
Nelson Hensley	Sanford Liquid Accent Highlighters	Seattle	William	4615.0	Medium	0.01	6.68	1.5	698.0	Regular Air	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	0.48	West	Washington	98105.0	2013-03-27 00:00:00	2013-03-28 00:00:00	-7.51	2.0	15.26	32869.0	
Nelson Hensley	T39m	Seattle	William	7642.0	Medium	0.06	155.99	3.9	698.0	Regular Air	Corporate	Technology	Telephones and Communication	Small Box	0.55	West	Washington	98105.0	2013-04-18 00:00:00	2013-04-19 00:00:00	1380.3210000000001	36.0	4711.24	54753.0	
Jenny Gold	Xerox 1954	Los Angeles	William	6289.0	Medium	0.03	5.28	5.61	699.0	Regular Air	Consumer	Office Supplies	Paper	Small Box	0.4	West	California	90041.0	2010-04-23 00:00:00	2010-04-24 00:00:00	-16.67	5.0	32.5	44517.0	
Jenny Gold	Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack	Los Angeles	William	7733.0	Critical	0.02	6.47	1.22	699.0	Regular Air	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	0.4	West	California	90041.0	2010-06-06 00:00:00	2010-06-07 00:00:00	40.2	30.0	193.95	55392.0	
Jenny Gold	SANFORD Liquid Accent™ Tank-Style Highlighters	Los Angeles	William	7734.0	Critical	0.07	2.84	0.93	699.0	Regular Air	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	0.54	West	California	90041.0	2010-06-06 00:00:00	2010-06-08 00:00:00	3.21	59.0	158.8	55392.0	
Jenny Gold	Staples Vinyl Coated Paper Clips, 800/Box	Los Angeles	William	5140.0	High	0.01	7.89	2.82	699.0	Regular Air	Consumer	Office Supplies	Rubber Bands	Wrap Bag	0.4	West	California	90041.0	2010-06-30 00:00:00	2010-07-01 00:00:00	38.7	32.0	274.26	36647.0	
Jenny Gold	*Staples* vLetter Openers, 2/Pack	Los Angeles	William	5141.0	High	0.09	3.68	1.32	699.0	Regular Air	Consumer	Office Supplies	Scissors, Rulers and Trimmers	Wrap Bag	0.83	West	California	90041.0	2010-06-30 00:00:00	2010-07-01 00:00:00	-21.91	24.0	83.16	36647.0	
Jenny Gold	Filing/Storage Totes and Swivel Casters	Los Angeles	William	5142.0	High	0.1	9.71	9.45	699.0	Regular Air	Consumer	Office Supplies	Storage & Organization	Small Box	0.6	West	California	90041.0	2010-06-30 00:00:00	2010-07-03 00:00:00	-119.77	27.0	261.93	36647.0	
Jenny Gold	Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack	Los Angeles	William	4556.0	Medium	0.07	5.02	5.14	699.0	Regular Air	Consumer	Technology	Computer Peripherals	Small Pack	0.79	West	California	90041.0	2010-07-29 00:00:00	2010-07-31 00:00:00	-168.72	42.0	210.1	32420.0	
Jenny Gold	Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs	Los Angeles	William	4557.0	Medium	0.07	280.98	57.0	699.0	Delivery Truck	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	0.78	West	California	90041.0	2010-07-29 00:00:00	2010-07-31 00:00:00	-439.62	23.0	6499.87	32420.0	
Jenny Gold	Dixon Prang® Watercolor Pencils, 10-Color Set with Brush	Los Angeles	William	448.0	Medium	0.1	4.26	1.2	699.0	Regular Air	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	0.44	West	California	90041.0	2010-11-20 00:00:00	2010-11-21 00:00:00	15.42	88.0	351.56	3042.0	
Jenny Gold	Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table	Los Angeles	William	2982.0	Medium	0.05	71.37	69.0	699.0	Regular Air	Consumer	Furniture	Tables	Large Box	0.68	West	California	90041.0	2011-07-09 00:00:00	2011-07-09 00:00:00	-1730.3	47.0	2819.81	21539.0	
Jenny Gold	Hon Every-Day® Chair Series Swivel Task Chairs	Los Angeles	William	3749.0	Critical	0.02	120.98	30.0	699.0	Delivery Truck	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	0.64	West	California	90041.0	2011-07-23 00:00:00	2011-07-24 00:00:00	-64.14	14.0	1711.44	26784.0	Returned
Jenny Gold	Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers	Los Angeles	William	6875.0	Not Specified	0.03	167.27	35.0	699.0	Regular Air	Consumer	Office Supplies	Storage & Organization	Large Box	0.85	West	California	90041.0	2011-10-22 00:00:00	2011-10-24 00:00:00	-373.476	11.0	1991.72	48994.0	
Jenny Gold	"""While you Were Out"" Message Book, One Form per Page"	Los Angeles	William	8376.0	Not Specified	0.09	3.71	1.93	699.0	Regular Air	Consumer	Office Supplies	Paper	Wrap Bag	0.35	West	California	90041.0	2011-12-15 00:00:00	2011-12-17 00:00:00	-1.06	26.0	95.75	59815.0	
Jenny Gold	Vinyl Sectional Post Binders	Los Angeles	William	3304.0	Not Specified	0.04	37.7	2.99	699.0	Express Air	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	0.35	West	California	90041.0	2012-05-05 00:00:00	2012-05-07 00:00:00	63.6055	9.0	371.01	23617.0	
Jenny Gold	DS/HD IBM Formatted Diskettes, 10/Pack - Staples	Los Angeles	William	5079.0	Not Specified	0.07	4.98	4.32	699.0	Regular Air	Consumer	Technology	Computer Peripherals	Small Pack	0.64	West	California	90041.0	2012-08-06 00:00:00	2012-08-08 00:00:00	-38.44	14.0	78.02	36196.0	
Jenny Gold	DAX Solid Wood Frames	Los Angeles	William	5080.0	Not Specified	0.09	9.77	6.02	699.0	Regular Air	Consumer	Furniture	Office Furnishings	Medium Box	0.48	West	California	90041.0	2012-08-06 00:00:00	2012-08-07 00:00:00	17.31	12.0	124.06	36196.0	
Jenny Gold	Safco Industrial Wire Shelving	Los Angeles	William	1282.0	Low	0.09	95.99	35.0	699.0	Regular Air	Consumer	Office Supplies	Storage & Organization	Large Box		West	California	90041.0	2012-12-06 00:00:00	2012-12-08 00:00:00	-505.69	36.0	3466.2	9344.0	
Jenny Gold	SC7868i	Los Angeles	William	1283.0	Low	0.02	125.99	8.99	699.0	Regular Air	Consumer	Technology	Telephones and Communication	Small Box	0.55	West	California	90041.0	2012-12-06 00:00:00	2012-12-06 00:00:00	900.414	62.0	6897.29	9344.0	
Jenny Gold	Hon Valutask™ Swivel Chairs	Los Angeles	William	5101.0	Medium	0.01	100.98	45.0	699.0	Delivery Truck	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	0.69	West	California	90041.0	2012-12-25 00:00:00	2012-12-27 00:00:00	-593.8	90.0	9537.18	36356.0	
Jenny Gold	Avery 510	Los Angeles	William	5102.0	Medium	0.08	3.75	0.5	699.0	Regular Air	Consumer	Office Supplies	Labels	Small Box	0.37	West	California	90041.0	2012-12-25 00:00:00	2012-12-27 00:00:00	47.98	66.0	235.54	36356.0	
Jenny Gold	Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base	Los Angeles	William	8079.0	Low	0.09	217.85	29.1	699.0	Delivery Truck	Consumer	Furniture	Tables	Jumbo Box	0.68	West	California	90041.0	2013-04-22 00:00:00	2013-04-27 00:00:00	-526.478095	35.0	5740.62	57638.0	Returned
Jenny Gold	Personal Creations™ Ink Jet Cards and Labels	Los Angeles	William	8080.0	Low	0.07	11.48	5.43	699.0	Regular Air	Consumer	Office Supplies	Paper	Small Box	0.36	West	California	90041.0	2013-04-22 00:00:00	2013-04-24 00:00:00	78.89	49.0	570.43	57638.0	Returned
Jenny Gold	Kleencut® Forged Office Shears by Acme United Corporation	Los Angeles	William	8081.0	Low	0.08	2.08	2.56	699.0	Regular Air	Consumer	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	0.55	West	California	90041.0	2013-04-22 00:00:00	2013-04-24 00:00:00	-85.58	49.0	100.08	57638.0	Returned
Jenny Gold	Standard Line™ “While You Were Out” Hardbound Telephone Message Book	Los Angeles	William	2981.0	Medium	0.04	21.98	8.32	699.0	Regular Air	Consumer	Office Supplies	Paper	Wrap Bag	0.39	West	California	90041.0	2013-07-09 00:00:00	2013-07-10 00:00:00	40.11	25.0	539.07	21539.0	
Jenny Gold	Sharp EL500L Fraction Calculator	Los Angeles	William	3750.0	Critical	0.09	13.99	7.51	699.0	Regular Air	Consumer	Technology	Office Machines	Medium Box	0.39	West	California	90041.0	2013-07-23 00:00:00	2013-07-24 00:00:00	-37.9407	46.0	613.65	26784.0	Returned
Jenny Gold	Hon iLevel™ Computer Training Table	Los Angeles	William	683.0	Critical	0.04	31.76	45.51	699.0	Delivery Truck	Consumer	Furniture	Tables	Jumbo Box	0.65	West	California	90041.0	2013-12-13 00:00:00	2013-12-15 00:00:00	-126.47	8.0	271.86	4771.0	
Joseph Grossman	Dixon Prang® Watercolor Pencils, 10-Color Set with Brush	Santa Maria	William	18448.0	Medium	0.1	4.26	1.2	700.0	Regular Air	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	0.44	West	California	93454.0	2010-11-20 00:00:00	2010-11-21 00:00:00	33.924	22.0	87.89	87980.0	
Christine Gardner	Standard Line™ “While You Were Out” Hardbound Telephone Message Book	Santa Monica	William	20981.0	Medium	0.04	21.98	8.32	701.0	Regular Air	Consumer	Office Supplies	Paper	Wrap Bag	0.39	West	California	90405.0	2011-07-09 00:00:00	2011-07-10 00:00:00	40.11	5.0	107.81	87981.0	
Christine Gardner	Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table	Santa Monica	William	20982.0	Medium	0.05	71.37	69.0	701.0	Regular Air	Consumer	Furniture	Tables	Large Box	0.68	West	California	90405.0	2011-07-09 00:00:00	2011-07-09 00:00:00	-1730.3	12.0	719.95	87981.0	
Christine Gardner	Vinyl Sectional Post Binders	Santa Monica	William	21304.0	Not Specified	0.04	37.7	2.99	701.0	Express Air	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	0.35	West	California	90405.0	2012-05-05 00:00:00	2012-05-07 00:00:00	56.890499999999996	2.0	82.45	87985.0	
Christine Gardner	Safco Industrial Wire Shelving	Santa Monica	William	19282.0	Low	0.09	95.99	35.0	701.0	Regular Air	Consumer	Office Supplies	Storage & Organization	Large Box		West	California	90405.0	2012-12-06 00:00:00	2012-12-08 00:00:00	-252.845	9.0	866.55	87987.0	
Christine Gardner	SC7868i	Santa Monica	William	19283.0	Low	0.02	125.99	8.99	701.0	Regular Air	Consumer	Technology	Telephones and Communication	Small Box	0.55	West	California	90405.0	2012-12-06 00:00:00	2012-12-06 00:00:00	1228.1654999999998	16.0	1779.95	87987.0	
